"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Nolan Foote","NOLAN.FOOTE","8481518","21-22","N.J","L","L",2000-11-29,20,2019,1,27,7,68.18,27,14.46,28.35,0.24,0.003,0.34,0.18
"Nolan Foote","NOLAN.FOOTE","8481518","22-23","N.J","L","L",2000-11-29,21,2019,1,27,6,43.28,20,13.9,27.55,1.11,0.023,0.18,0.09
"Nolan Patrick","NOLAN.PATRICK","8479974","17-18","PHI","C","R",1998-09-19,18,2017,1,2,73,861.22,26,14.86,29.44,0.16,0.012,0.11,0.16
"Nolan Patrick","NOLAN.PATRICK","8479974","18-19","PHI","C","R",1998-09-19,19,2017,1,2,72,945.33,27,14.61,29.38,-1.13,-0.012,0.15,0.11
"Nolan Patrick","NOLAN.PATRICK","8479974","20-21","PHI","C","R",1998-09-19,21,2017,1,2,52,570.43,31,14.53,29.05,0.51,0.012,0.14,0.15
"Nolan Patrick","NOLAN.PATRICK","8479974","21-22","VGK","C","R",1998-09-19,22,2017,1,2,25,243.33,32,14.35,28.1,1.11,0.059,0.22,0.23
"Nolan Pratt","NOLAN.PRATT","8459538","07-08","BUF","D","L",1975-08-14,32,1993,5,115,54,663.07,26,12.07,26.06,-0.28,0.019,0.22,0.28
"Nolan Yonkman","NOLAN.YONKMAN","8467910","10-11","ARI","D","R",1981-04-01,29,1999,2,37,16,156.83,24,13.01,26.65,1.14,0.036,0.23,0.29
"Nolan Yonkman","NOLAN.YONKMAN","8467910","11-12","FLA","D","R",1981-04-01,30,1999,2,37,1,6.32,14,13.18,26.1,-0.76,-0.07,0.11,0.12
"Nolan Yonkman","NOLAN.YONKMAN","8467910","12-13","FLA","D","R",1981-04-01,31,1999,2,37,7,65.98,19,12.31,24.5,-0.48,-0.059,0.01,0.01
"Nolan Yonkman","NOLAN.YONKMAN","8467910","13-14","ANA","D","R",1981-04-01,32,1999,2,37,2,29.68,19,12.84,26.42,1.26,0.076,0.36,0.35
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","07-08","CBJ","D","L",1984-03-29,23,2002,3,65,51,530.23,29,12.12,26.41,1.48,0.063,0.17,0.24
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","08-09","CBJ","D","L",1984-03-29,24,2002,3,65,19,182.47,26,12.14,25.72,1.83,0.057,0.29,0.32
"Ole-Kristian Tollefsen","OLE-KRISTIAN.TOLLEFSEN","8470170","09-10","PHI","D","L",1984-03-29,25,2002,3,65,18,174.42,23,12.01,25.51,-0.5,0.012,0.17,0.13
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","15-16","CBJ","R","R",1995-04-10,20,2013,3,89,12,163.13,22,14.75,29.95,-0.22,0.037,0.3,0.16
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","16-17","CBJ","R","R",1995-04-10,21,2013,3,89,26,316.17,25,15.16,30.1,1.33,0.055,0.32,0.31
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","17-18","CBJ","R","R",1995-04-10,22,2013,3,89,82,1015.57,32,14.88,29.13,0.76,0.042,0.23,0.25
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","18-19","CBJ","R","R",1995-04-10,23,2013,3,89,77,845.32,29,14.72,28.95,0.2,0.016,0.2,0.21
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","19-20","CBJ","R","R",1995-04-10,24,2013,3,89,49,732.18,29,15.51,30.51,-0.48,0.013,0.13,0.12
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","20-21","CBJ","R","R",1995-04-10,25,2013,3,89,56,863.33,32,15.36,29.48,-1.14,-0.07,0.03,0.03
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","21-22","CBJ","R","R",1995-04-10,26,2013,3,89,80,1135.57,30,15.13,30.07,-1.25,-0.104,0.12,0.04
"Oliver Bjorkstrand","OLIVER.BJORKSTRAND","8477416","22-23","SEA","R","R",1995-04-10,27,2013,3,89,81,1063.77,25,15.12,30.32,1.85,0.03,0.3,0.31
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","10-11","ARI","D","L",1991-07-17,19,2009,1,6,48,628.25,26,13.19,26.99,0.93,0.02,0.27,0.26
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","11-12","ARI","D","L",1991-07-17,20,2009,1,6,82,1505.25,31,13.9,27.64,0.33,0.005,0.18,0.15
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","12-13","ARI","D","L",1991-07-17,21,2009,1,6,48,864.57,27,13.88,28.08,0.74,0.026,0.2,0.17
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","13-14","ARI","D","L",1991-07-17,22,2009,1,6,80,1472.5,31,14.05,28.36,0.86,0.006,0.17,0.17
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","14-15","ARI","D","L",1991-07-17,23,2009,1,6,82,1503.85,36,13.99,27.96,-0.31,-0.046,0.03,0.03
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","15-16","ARI","D","L",1991-07-17,24,2009,1,6,75,1378.77,32,13.33,28.1,-0.93,-0.03,0.19,0.15
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","16-17","ARI","D","L",1991-07-17,25,2009,1,6,79,1488.65,31,13.48,26.92,-0.96,-0.074,0.03,0.04
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","17-18","ARI","D","L",1991-07-17,26,2009,1,6,82,1507.65,31,13.88,27.33,0.14,-0.001,0.18,0.14
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","18-19","ARI","D","L",1991-07-17,27,2009,1,6,81,1478.55,29,13.51,27.16,-0.06,0.026,0.15,0.14
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","19-20","ARI","D","L",1991-07-17,28,2009,1,6,66,1173.08,24,13.55,27.06,-0.01,0.02,0.12,0.09
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","20-21","ARI","D","L",1991-07-17,29,2009,1,6,46,754.45,28,13.25,26.91,-0.14,-0.008,0.07,0.11
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","21-22","VAN","D","L",1991-07-17,30,2009,1,6,79,1428.2,32,14.14,28.09,0.48,0.002,0.2,0.11
"Oliver Ekman-Larsson","OLIVER.EKMAN-LARSSON","8475171","22-23","VAN","D","L",1991-07-17,31,2009,1,6,54,931.8,30,13.77,27.56,-0.74,-0.028,0.14,0.17
"Oliver Kylington","OLIVER.KYLINGTON","8478430","15-16","CGY","D","L",1997-05-19,18,2015,2,60,1,11.17,15,12.96,27.82,0.46,0.019,0.28,0.26
"Oliver Kylington","OLIVER.KYLINGTON","8478430","18-19","CGY","D","L",1997-05-19,21,2015,2,60,38,467.15,26,12.56,25.69,0.69,0.054,0.27,0.26
"Oliver Kylington","OLIVER.KYLINGTON","8478430","19-20","CGY","D","L",1997-05-19,22,2015,2,60,48,648.77,25,13.49,26.69,0.24,0.031,0.16,0.17
"Oliver Kylington","OLIVER.KYLINGTON","8478430","20-21","CGY","D","L",1997-05-19,23,2015,2,60,8,102.72,20,12.87,26.38,1.44,0.076,0.29,0.29
"Oliver Kylington","OLIVER.KYLINGTON","8478430","21-22","CGY","D","L",1997-05-19,24,2015,2,60,73,1228.17,26,13.76,27.6,2.59,0.114,0.43,0.41
"Oliver Lauridsen","OLIVER.LAURIDSEN","8475342","12-13","PHI","D","L",1989-03-24,23,2009,7,195,15,209.95,25,13.49,28.31,0.74,0.043,0.22,0.24
"Oliver Lauridsen","OLIVER.LAURIDSEN","8475342","14-15","PHI","D","L",1989-03-24,25,2009,7,195,1,9.08,17,10.77,21.56,-0.31,-0.021,0.18,0.17
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","19-20","NYI","R","R",2000-06-13,19,2018,1,11,9,83.87,20,14.09,27.46,-2.03,-0.02,0,-0.02
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","20-21","NYI","R","R",2000-06-13,20,2018,1,11,44,462.37,26,14.92,29.04,-0.23,0.036,0.13,0.16
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","21-22","NYI","R","R",2000-06-13,21,2018,1,11,73,752.83,28,14.72,28.95,-0.91,-0.018,0.07,0.1
"Oliver Wahlstrom","OLIVER.WAHLSTROM","8480789","22-23","NYI","R","R",2000-06-13,22,2018,1,11,35,381.63,25,14.97,29.92,0.63,0.008,0.17,0.23
"Olivier Magnan","OLIVIER.MAGNAN","8471508","10-11","N.J","D","L",1986-05-01,24,2006,5,148,18,241.97,26,13.83,27.81,0.9,0.039,0.16,0.21
"Olle Alsing","OLLE.ALSING","8481629","20-21","OTT","D","L",1996-05-01,24,2014,NA,NA,4,43.07,20,12.43,25.11,-0.54,-0.043,0.33,-0.02
"Olle Lycksell","OLLE.LYCKSELL","8480245","22-23","PHI","R","L",1999-08-24,23,2017,6,168,8,83.92,24,14.46,28.8,-1.08,-0.033,0.08,0.06
"Olli Jokinen","OLLI.JOKINEN","8466140","07-08","FLA","C","L",1978-12-05,28,1997,1,3,82,1288.1,31,14.31,30.59,-0.48,-0.038,0.13,0.11
"Olli Jokinen","OLLI.JOKINEN","8466140","08-09","ARI","C","L",1978-12-05,29,1997,1,3,57,783.42,27,14.15,29.68,-1.21,-0.054,0.09,0.11
"Olli Jokinen","OLLI.JOKINEN","8466140","08-09","CGY","C","L",1978-12-05,29,1997,1,3,19,293.78,22,14.69,32.1,2.01,0.029,0.2,0.25
"Olli Jokinen","OLLI.JOKINEN","8466140","09-10","CGY","C","L",1978-12-05,30,1997,1,3,56,850.17,26,15.04,31.15,0.66,-0.001,0.15,0.18
"Olli Jokinen","OLLI.JOKINEN","8466140","09-10","NYR","C","L",1978-12-05,30,1997,1,3,26,358.22,22,14.93,31.19,0.48,0.015,0.12,0.18
"Olli Jokinen","OLLI.JOKINEN","8466140","10-11","CGY","C","L",1978-12-05,31,1997,1,3,79,1120.72,30,15.05,30.99,0.36,0.046,0.25,0.29
"Olli Jokinen","OLLI.JOKINEN","8466140","11-12","CGY","C","L",1978-12-05,32,1997,1,3,82,1230.35,35,15.76,31.64,-1.09,-0.009,0.16,0.22
"Olli Jokinen","OLLI.JOKINEN","8466140","12-13","WPG","C","L",1978-12-05,33,1997,1,3,45,656.05,27,15.65,30.98,-0.26,0.011,0.2,0.16
"Olli Jokinen","OLLI.JOKINEN","8466140","13-14","WPG","C","L",1978-12-05,34,1997,1,3,82,1178.45,29,14.96,30.28,0.12,0.033,0.09,0.14
"Olli Jokinen","OLLI.JOKINEN","8466140","14-15","NSH","C","L",1978-12-05,35,1997,1,3,48,560.22,24,14.41,28.86,1.48,0.089,0.36,0.34
"Olli Jokinen","OLLI.JOKINEN","8466140","14-15","STL","C","L",1978-12-05,35,1997,1,3,8,79.95,23,14.24,28.44,0.73,0.04,0.3,0.24
"Olli Jokinen","OLLI.JOKINEN","8466140","14-15","TOR","C","L",1978-12-05,35,1997,1,3,6,66.07,19,13.69,28.09,-1.22,-0.026,0.15,0.14
"Olli Juolevi","OLLI.JUOLEVI","8479355","20-21","VAN","D","L",1998-05-05,22,2016,1,5,23,281.83,31,12.92,26.34,-0.86,-0.073,-0.02,-0.01
"Olli Juolevi","OLLI.JUOLEVI","8479355","21-22","DET","D","L",1998-05-05,23,2016,1,5,8,98.6,26,13.43,26.63,-0.89,-0.057,0.06,0.02
"Olli Juolevi","OLLI.JUOLEVI","8479355","21-22","FLA","D","L",1998-05-05,23,2016,1,5,10,122.25,26,13.14,26.56,2.23,0.082,0.24,0.32
"Olli Maatta","OLLI.MAATTA","8476874","13-14","PIT","D","L",1994-08-22,19,2012,1,22,78,1250.85,36,13.93,28.08,1.6,0.078,0.3,0.34
"Olli Maatta","OLLI.MAATTA","8476874","14-15","PIT","D","L",1994-08-22,20,2012,1,22,20,337.85,23,14.19,28.92,2.14,0.067,0.25,0.29
"Olli Maatta","OLLI.MAATTA","8476874","15-16","PIT","D","L",1994-08-22,21,2012,1,22,67,1154.9,34,14.19,28.68,2.88,0.129,0.3,0.4
"Olli Maatta","OLLI.MAATTA","8476874","16-17","PIT","D","L",1994-08-22,22,2012,1,22,55,852.65,33,13.57,27.25,-0.17,0.041,0.23,0.25
"Olli Maatta","OLLI.MAATTA","8476874","17-18","PIT","D","L",1994-08-22,23,2012,1,22,82,1305.42,30,13.78,27.87,1.01,0.06,0.21,0.23
"Olli Maatta","OLLI.MAATTA","8476874","18-19","PIT","D","L",1994-08-22,24,2012,1,22,60,937.37,32,13.58,26.84,0.09,0.032,0.19,0.2
"Olli Maatta","OLLI.MAATTA","8476874","19-20","CHI","D","L",1994-08-22,25,2012,1,22,65,1046.83,30,13.4,26.87,0.17,-0.005,0.13,0.19
"Olli Maatta","OLLI.MAATTA","8476874","20-21","L.A","D","L",1994-08-22,26,2012,1,22,41,601.67,30,13.21,26.78,-0.14,-0.071,0.05,0.09
"Olli Maatta","OLLI.MAATTA","8476874","21-22","L.A","D","L",1994-08-22,27,2012,1,22,66,1066.25,32,13.76,27.43,3.14,0.083,0.18,0.2
"Olli Maatta","OLLI.MAATTA","8476874","22-23","DET","D","L",1994-08-22,28,2012,1,22,78,1313.13,30,13.28,26.88,-1.3,-0.032,0.13,0.08
"Olli Malmivaara","OLLI.MALMIVAARA","8468597","07-08","N.J","D","L",1982-03-13,25,2000,4,117,2,16.6,17,13.15,27.76,2.11,0.082,0.22,0.27
"Ondrej Kase","ONDREJ.KASE","8478131","16-17","ANA","R","R",1995-11-08,20,2014,7,205,53,605.07,28,14.38,29.49,0.01,0.04,0.2,0.14
"Ondrej Kase","ONDREJ.KASE","8478131","17-18","ANA","R","R",1995-11-08,21,2014,7,205,66,825.33,32,14.62,29.34,-0.06,0.01,0.11,0.13
"Ondrej Kase","ONDREJ.KASE","8478131","18-19","ANA","R","R",1995-11-08,22,2014,7,205,30,395.88,28,15.01,30.18,-0.74,-0.061,0.03,-0.01
"Ondrej Kase","ONDREJ.KASE","8478131","19-20","ANA","R","R",1995-11-08,23,2014,7,205,49,679.72,26,14.81,29.56,-0.31,-0.031,-0.02,0.07
"Ondrej Kase","ONDREJ.KASE","8478131","19-20","BOS","R","R",1995-11-08,23,2014,7,205,6,75.65,19,14.81,30.01,1.4,0.071,0.3,0.27
"Ondrej Kase","ONDREJ.KASE","8478131","20-21","BOS","R","R",1995-11-08,24,2014,7,205,3,24.47,17,14.82,29.54,1.71,0.091,0.23,0.11
"Ondrej Kase","ONDREJ.KASE","8478131","21-22","TOR","R","R",1995-11-08,25,2014,7,205,50,578.65,28,14.91,29.46,2.36,0.106,0.37,0.38
"Ondrej Kase","ONDREJ.KASE","8478131","22-23","CAR","R","R",1995-11-08,26,2014,7,205,1,9.13,14,13.08,26.48,5.65,0.234,0.37,0.28
"Ondrej Palat","ONDREJ.PALAT","8476292","12-13","T.B","L","L",1991-03-28,21,2011,7,208,14,147.87,26,13.81,28.21,-0.78,-0.006,0.32,0.33
"Ondrej Palat","ONDREJ.PALAT","8476292","13-14","T.B","L","L",1991-03-28,22,2011,7,208,81,1130.2,30,14.76,30,0.64,0.001,0.18,0.19
"Ondrej Palat","ONDREJ.PALAT","8476292","14-15","T.B","L","L",1991-03-28,23,2011,7,208,75,970.9,27,14.52,29.77,1.85,0.098,0.44,0.53
"Ondrej Palat","ONDREJ.PALAT","8476292","15-16","T.B","L","L",1991-03-28,24,2011,7,208,62,823.52,23,14.29,29.61,1.07,0.04,0.24,0.28
"Ondrej Palat","ONDREJ.PALAT","8476292","16-17","T.B","L","L",1991-03-28,25,2011,7,208,75,1065.53,30,15.25,30.94,1.26,0.053,0.29,0.31
"Ondrej Palat","ONDREJ.PALAT","8476292","17-18","T.B","L","L",1991-03-28,26,2011,7,208,56,748.65,25,14.86,30.33,1.26,0.09,0.35,0.4
"Ondrej Palat","ONDREJ.PALAT","8476292","18-19","T.B","L","L",1991-03-28,27,2011,7,208,64,799.9,23,14.73,29.89,1.39,0.05,0.4,0.46
"Ondrej Palat","ONDREJ.PALAT","8476292","19-20","T.B","L","L",1991-03-28,28,2011,7,208,69,937.52,28,14.81,30.46,2.13,0.103,0.44,0.47
"Ondrej Palat","ONDREJ.PALAT","8476292","20-21","T.B","L","L",1991-03-28,29,2011,7,208,55,746.03,26,14.92,30.73,1.19,0.086,0.29,0.36
"Ondrej Palat","ONDREJ.PALAT","8476292","21-22","T.B","L","L",1991-03-28,30,2011,7,208,77,1053.48,29,15.41,31.15,0.92,0.049,0.35,0.35
"Ondrej Palat","ONDREJ.PALAT","8476292","22-23","N.J","L","L",1991-03-28,31,2011,7,208,49,662.68,25,15.15,30,3.45,0.177,0.37,0.42
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","17-18","L.A","D","L",1991-10-07,25,2010,NA,NA,27,321.9,30,13.45,27.02,0.13,-0.034,0.12,0.12
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","18-19","CGY","D","L",1991-10-07,26,2010,NA,NA,15,219.18,24,12.71,25.97,1.16,0.073,0.32,0.31
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","18-19","L.A","D","L",1991-10-07,26,2010,NA,NA,46,665.15,28,13.48,26.6,-0.19,-0.014,0.09,0.12
"Oscar Fantenberg","OSCAR.FANTENBERG","8480147","19-20","VAN","D","L",1991-10-07,27,2010,NA,NA,36,522.33,24,13.51,27.66,0.03,-0.015,0.15,0.18
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","13-14","EDM","D","L",1993-07-20,20,2011,1,19,17,254.2,24,13.86,28.41,-1.95,-0.073,0.01,0.03
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","14-15","EDM","D","L",1993-07-20,21,2011,1,19,60,1177.87,35,14.54,28.47,-0.59,-0.082,0.01,0.09
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","15-16","EDM","D","L",1993-07-20,22,2011,1,19,30,508.03,26,13.49,27.29,0.29,-0.01,0.11,0.09
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","16-17","EDM","D","L",1993-07-20,23,2011,1,19,82,1450.98,29,14.14,28.13,1.04,0.053,0.23,0.21
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","17-18","EDM","D","L",1993-07-20,24,2011,1,19,66,1157.55,29,13.91,27.44,0.47,0.033,0.14,0.17
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","18-19","EDM","D","L",1993-07-20,25,2011,1,19,61,1163.28,33,14.87,29.47,-0.19,-0.041,0.05,0.15
"Oscar Klefbom","OSCAR.KLEFBOM","8476472","19-20","EDM","D","L",1993-07-20,26,2011,1,19,62,1158.28,28,13.96,27.75,0.1,0.002,0.16,0.2
"Oscar Lindberg","OSCAR.LINDBERG","8475715","14-15","NYR","C","L",1991-10-29,22,2010,2,57,1,8.3,14,14.49,28.76,1.6,0.04,0.26,0.27
"Oscar Lindberg","OSCAR.LINDBERG","8475715","15-16","NYR","C","L",1991-10-29,23,2010,2,57,68,743.22,26,14.39,28.6,0.01,-0.011,0.12,0.2
"Oscar Lindberg","OSCAR.LINDBERG","8475715","16-17","NYR","C","L",1991-10-29,24,2010,2,57,65,683.53,28,13.97,27.75,-0.23,-0.012,0.14,0.17
"Oscar Lindberg","OSCAR.LINDBERG","8475715","17-18","VGK","C","L",1991-10-29,25,2010,2,57,63,674.05,29,14.16,28.28,0.87,0.019,0.2,0.17
"Oscar Lindberg","OSCAR.LINDBERG","8475715","18-19","OTT","C","L",1991-10-29,26,2010,2,57,20,257.8,25,14.11,27.83,-2.5,-0.088,0.07,0.02
"Oscar Lindberg","OSCAR.LINDBERG","8475715","18-19","VGK","C","L",1991-10-29,26,2010,2,57,35,391.92,24,14.27,28.57,1.76,0.058,0.19,0.2
"Oscar Moller","OSCAR.MOLLER","8474114","08-09","L.A","C","R",1989-01-22,19,2007,2,52,40,412.48,26,13.31,28.95,0.45,0.034,0.1,0.13
"Oscar Moller","OSCAR.MOLLER","8474114","09-10","L.A","C","R",1989-01-22,20,2007,2,52,34,242.83,26,13,26.84,-0.51,-0.003,0.1,0.13
"Oscar Moller","OSCAR.MOLLER","8474114","10-11","L.A","C","R",1989-01-22,21,2007,2,52,13,158.35,22,14.99,30.8,0.74,0.02,0.22,0.23
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","17-18","PHI","L","L",1996-08-15,21,2014,5,138,23,300.17,22,15.02,29.76,-0.34,0.009,0.12,0.1
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","18-19","PHI","L","L",1996-08-15,22,2014,5,138,81,942.58,29,15.11,30.37,-0.4,-0.002,0.19,0.16
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","19-20","PHI","L","L",1996-08-15,23,2014,5,138,30,406.63,25,15.22,30.7,3.11,0.107,0.36,0.39
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","20-21","PHI","L","L",1996-08-15,24,2014,5,138,50,550.65,30,14.52,29,0.72,0.016,0.13,0.16
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","21-22","PHI","L","L",1996-08-15,25,2014,5,138,79,967.12,38,14.82,29.84,-0.8,-0.047,0.05,0.04
"Oskar Lindblom","OSKAR.LINDBLOM","8478067","22-23","S.J","L","L",1996-08-15,26,2014,5,138,73,682.43,35,13.63,27.29,-0.51,0.017,0.11,0.13
"Oskar Olausson","OSKAR.OLAUSSON","8482712","22-23","COL","R","L",2002-11-10,19,2021,1,28,1,7.03,16,14.39,29.12,1.5,0.043,0.27,0.24
"Oskar Osala","OSKAR.OSALA","8473496","08-09","WSH","L","L",1987-12-26,20,2006,4,97,2,17.45,19,12.93,27.67,1.39,0.051,0.13,0.12
"Oskar Osala","OSKAR.OSALA","8473496","09-10","CAR","L","L",1987-12-26,21,2006,4,97,1,6.77,11,13.82,28.96,0.13,-0.058,0.03,0.14
"Oskar Steen","OSKAR.STEEN","8479546","20-21","BOS","C","R",1998-03-09,22,2016,6,165,3,38.57,24,14.2,28.51,-0.87,-0.035,-0.08,-0.1
"Oskar Steen","OSKAR.STEEN","8479546","21-22","BOS","C","R",1998-03-09,23,2016,6,165,20,209.35,27,14.32,28.97,0.91,0.052,0.2,0.2
"Oskar Steen","OSKAR.STEEN","8479546","22-23","BOS","C","R",1998-03-09,24,2016,6,165,3,27.47,20,13.63,28.13,1.29,0.118,0.47,0.46
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","15-16","PIT","C","R",1994-03-23,21,2012,3,81,18,176.48,24,13.74,27.58,1.89,0.112,0.31,0.3
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","16-17","PIT","C","R",1994-03-23,22,2012,3,81,10,86.5,27,13.21,26.27,0.27,0.034,0.18,0.19
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","17-18","STL","C","R",1994-03-23,23,2012,3,81,42,378.53,28,13.66,27.33,0.52,0.034,0.12,0.13
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","18-19","STL","C","R",1994-03-23,24,2012,3,81,74,853.9,27,14.31,28.5,0.9,0.065,0.2,0.28
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","19-20","STL","C","R",1994-03-23,25,2012,3,81,57,698.47,27,14.69,29.18,0.75,-0.013,0.13,0.21
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","20-21","STL","C","R",1994-03-23,26,2012,3,81,28,314.78,27,14.16,28.09,-0.86,-0.047,0.07,0.12
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","21-22","DET","C","R",1994-03-23,27,2012,3,81,18,216.47,25,14.14,28.05,-1.95,-0.076,0,-0.03
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","21-22","STL","C","R",1994-03-23,27,2012,3,81,41,454.88,27,14.27,28.48,-1.33,-0.041,0.13,0.16
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","22-23","DET","C","R",1994-03-23,28,2012,3,81,52,554.43,24,14.29,28.94,-1.58,-0.023,0.14,0.13
"Oskar Sundqvist","OSKAR.SUNDQVIST","8476897","22-23","MIN","C","R",1994-03-23,28,2012,3,81,15,169.28,21,14.54,29.11,-1.43,-0.043,0.08,0.1
"Oskars Bartulis","OSKARS.BARTULIS","8471756","09-10","PHI","D","L",1987-01-21,22,2005,3,91,53,714.6,27,12.34,26.26,0.15,0.025,0.1,0.09
"Oskars Bartulis","OSKARS.BARTULIS","8471756","10-11","PHI","D","L",1987-01-21,23,2005,3,91,13,166.35,20,12.68,26.57,-0.82,-0.005,0.15,0.19
"Ossi Vaananen","OSSI.VAANANEN","8467369","08-09","PHI","D","L",1980-08-18,28,1998,2,43,46,693.5,27,13.25,28.36,-0.29,0.021,0.2,0.19
"Ossi Vaananen","OSSI.VAANANEN","8467369","08-09","VAN","D","L",1980-08-18,28,1998,2,43,3,26.92,20,12.44,27.16,0.48,-0.022,0.17,0.2
"Otto Koivula","OTTO.KOIVULA","8479526","19-20","NYI","L","L",1998-09-01,21,2016,4,120,12,93.62,22,14.1,27.43,-2.36,-0.047,0.03,-0.03
"Otto Koivula","OTTO.KOIVULA","8479526","21-22","NYI","L","L",1998-09-01,23,2016,4,120,8,78.05,27,13.87,27.45,-1.44,-0.026,-0.02,-0.03
"Otto Koivula","OTTO.KOIVULA","8479526","22-23","NYI","L","L",1998-09-01,24,2016,4,120,8,48.02,19,14.11,28.13,-0.86,-0.045,0.05,0.06
"Otto Leskinen","OTTO.LESKINEN","8481105","19-20","MTL","D","L",1997-02-06,22,2015,NA,NA,5,50.98,19,12.95,25.75,1.78,0.072,0.08,0.24
"Otto Leskinen","OTTO.LESKINEN","8481105","20-21","MTL","D","L",1997-02-06,23,2015,NA,NA,1,16.38,16,13.39,26.48,1.43,0.046,0.11,0.12
"Owen Beck","OWEN.BECK","8483424","22-23","MTL","C","R",2004-02-03,18,2022,2,33,1,9.65,15,14.31,28.86,-2.15,-0.13,0.03,0.11
"Owen Nolan","OWEN.NOLAN","8449895","07-08","CGY","R","R",1972-02-12,35,1990,1,1,77,947.68,22,14.11,30.86,0.88,0.039,0.26,0.22
"Owen Nolan","OWEN.NOLAN","8449895","08-09","MIN","R","R",1972-02-12,36,1990,1,1,59,765.13,25,14.62,30.71,0.51,0.009,0.26,0.2
"Owen Nolan","OWEN.NOLAN","8449895","09-10","MIN","R","R",1972-02-12,37,1990,1,1,73,907.47,33,13.92,29,-0.81,0.001,0.2,0.14
"Owen Power","OWEN.POWER","8482671","21-22","BUF","D","L",2002-11-22,18,2021,1,1,8,146.15,21,14.26,28.09,0.25,-0.066,0.05,0.1
"Owen Power","OWEN.POWER","8482671","22-23","BUF","D","L",2002-11-22,19,2021,1,1,79,1605.58,27,13.72,27.41,1.01,0.005,0.19,0.24
"Owen Tippett","OWEN.TIPPETT","8480015","17-18","FLA","R","R",1999-02-16,18,2017,1,10,7,65.23,20,13.63,27.44,-0.66,-0.035,0.07,0.1
"Owen Tippett","OWEN.TIPPETT","8480015","20-21","FLA","R","R",1999-02-16,21,2017,1,10,45,474.3,31,13.9,28.33,0.89,0.035,0.11,0.24
"Owen Tippett","OWEN.TIPPETT","8480015","21-22","FLA","R","R",1999-02-16,22,2017,1,10,42,463.88,28,14.51,29.34,2.55,0.105,0.31,0.37
"Owen Tippett","OWEN.TIPPETT","8480015","21-22","PHI","R","R",1999-02-16,22,2017,1,10,21,263.13,27,14.53,29.38,-1.3,-0.016,0.14,0.17
